,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,Animal,Behavior
6415,-0.3441,-0.3597,0.8602,-0.1017,-0.305,0.8133,-0.2659,-0.4223,0.9228,-0.2815,-0.4848,0.8524,-0.3206,-0.4614,0.7976,-0.3206,-0.6021,0.7742,-0.1799,-0.6491,0.6178,-0.3128,-0.7273,0.5865,-0.2424,-0.7273,0.5943,-0.2424,-0.7429,0.5474,-0.3284,-0.782,0.4066,-0.6334,-1.0088,0.4614,-0.4379,-0.9619,0.4614,-0.219,-0.7585,0.2424,-0.0078,-0.8055,0.219,0.0469,-0.7898,0.2893,-0.1408,-1.0479,0.219,-0.3597,-1.0088,0.2815,0.0547,-0.4145,0.1955,0.0235,-0.7429,0.0078,-0.1877,-0.8289,0.1486,-0.4536,-0.8993,0.1877,-0.3284,-0.8602,0.0547,-0.4145,-0.9149,0.1173,-0.6569,-0.4457,0.1486,-0.4301,-0.305,0.4692,-0.477,-0.7273,0.4223,-0.3519,-0.5709,0.4614,-0.4301,-0.7976,0.3675,-0.2893,-0.7664,0.5318,-0.219,-0.7116,0.6803,-0.1955,-0.6491,0.7273,-0.1173,-0.5552,0.8758,-0.0313,-0.477,0.8602,-0.086,-0.2581,0.8211,-0.0313,-0.4223,0.9306,-0.0235,-0.2424,1.0635,0.391,-0.2581,0.8289,0.3754,-0.0704,1.1652,0.2659,-0.1955,1.1339,0.0782,-0.172,0.8289,-0.0782,0.0469,0.9149,-0.0313,-0.1486,0.8915,-0.7273,-0.0626,1.1026,-0.3754,-0.1408,0.868,-0.2268,-0.0782,0.8837,-0.2502,-0.0626,0.9462,-0.5318,0.1955,1.0479,-0.1642,0.0469,0.8602,-0.1173,0.0704,0.8524,KR26F013,Dig
6416,0.1329,0.1408,0.8055,-0.0547,0.1095,0.8133,-0.0313,-0.1642,1.1339,-0.2581,-0.5161,1.0635,-0.1251,0.1017,0.8915,0.1486,-0.0235,0.9384,-0.0235,-0.0313,1.001,-0.1564,-0.1173,0.954,-0.2893,-0.1173,0.9149,-0.1799,-0.2737,0.8055,-0.1955,-0.1173,0.9228,-0.4614,-0.086,0.8602,0.3597,-0.2111,0.8133,0.2268,-0.086,0.6569,-0.2111,0.1955,0.7038,0.0156,0.2268,0.9697,-0.219,-0.2659,0.7976,-0.1251,-0.2737,0.7664,-0.1955,-0.0313,0.7976,-0.4692,0.0078,0.7507,-0.2033,-0.1251,0.8837,-0.1486,-0.1642,0.9462,0.1095,-0.1642,1.001,-0.3128,-0.3206,1.0166,-0.1095,-0.1642,0.9619,-0.305,-0.1486,0.9228,-0.219,-0.0938,0.8524,-0.0782,0.0626,0.5474,-0.4379,-0.1329,0.7507,-0.3754,-0.1095,0.8289,-0.3206,-0.086,0.8602,-0.0313,-0.0626,0.8837,-0.3832,-0.4536,0.8055,-0.5318,-0.2111,0.868,-0.1017,-0.2033,0.8993,-0.2346,-0.1877,0.8837,-0.2581,-0.0938,0.9071,0.0547,-0.0626,0.8915,-0.1564,-0.2268,0.7898,-0.2424,-0.219,0.8993,0.1017,-0.0547,0.9384,-0.1251,-0.0078,0.9619,-0.0313,-0.086,0.9071,0.0626,-0.1017,0.8524,0.1408,0.2268,0.8602,-0.1408,0.0469,0.9384,-0.0313,0.0313,0.868,-0.0235,-0.086,1.0713,-0.0547,-0.0547,0.8993,-0.219,-0.0626,0.9853,KR26F013,Dig
6417,-0.0235,-0.0235,1.0479,-0.6256,-0.1173,1.0088,-0.2815,-0.1173,0.8446,-0.2737,-0.1329,0.7742,-0.4301,-0.2268,0.8446,-0.4223,-0.1642,0.8133,-0.3597,-0.172,0.8758,-0.3206,-0.2111,1.087,-0.172,-0.2111,1.0713,-0.0626,0.0547,1.3216,-0.1329,-0.2346,1.1417,-0.2346,-0.2111,0.9619,-0.1799,-0.2502,1.0322,-0.3363,-0.1173,1.1339,-0.219,-0.2268,0.8837,-0.1799,-0.1564,0.8758,-0.1095,-0.1329,0.7273,-0.1408,-0.1955,0.7742,-0.0938,-0.0782,0.9931,-0.1095,0.2424,0.8837,0.0235,-0.0547,0.954,-0.1017,-0.0156,1.001,-0.0704,0.0313,0.9306,0.219,0.0235,0.9149,-0.1251,0.0782,1.2356,0.0469,-0.4223,0.954,0.0469,-0.3988,0.9853,-0.0704,-0.2659,0.868,0.2111,-0.0626,0.8602,0.1251,-0.0547,0.8758,0.0,-0.1408,0.954,0.0469,-0.0782,1.0635,0.1408,-0.0156,0.9384,-0.1329,-0.0313,1.0479,-0.0469,0.086,1.0088,-0.0938,-0.2893,0.9775,-0.0313,-0.219,0.8993,-0.1251,-0.2346,0.7976,-0.1251,-0.1799,1.0792,-0.0469,-0.1799,1.0166,-0.0235,-0.1877,0.9931,0.172,-0.1251,1.1104,-0.5005,-0.5083,1.0244,-0.1251,-0.3832,1.0557,0.0782,-0.3363,0.9853,0.0235,-0.1486,0.9619,-0.0469,-0.1486,0.8993,-0.1017,-0.3128,0.8055,-0.4379,0.4379,0.9306,-0.2737,-0.0078,1.1339,KR26F013,Dig
6418,0.0313,-0.0938,0.9306,0.2033,-0.1564,1.0713,-0.1251,-0.0391,1.0322,-0.0938,-0.3988,0.9384,-0.1017,0.0704,0.9853,-0.3363,-0.0469,1.087,-0.1642,-0.0313,1.0166,0.0078,0.0,0.9775,0.086,0.0078,0.9619,0.1095,0.0078,0.9306,0.6334,0.0547,0.9775,0.2346,0.1642,1.001,-0.0469,0.0626,0.7116,0.0156,-0.305,0.8289,-0.0626,0.0938,0.7742,-0.1095,-0.1329,1.1417,0.1017,0.0626,1.1339,0.1642,-0.0235,1.0166,0.2268,0.0,0.9619,0.1564,0.0078,1.0401,0.868,0.2581,0.8602,0.4927,-0.086,0.868,0.0313,-0.0782,0.868,0.1408,0.219,0.7038,0.3284,0.086,0.8837,0.4066,0.1486,1.1574,0.2972,0.0704,1.173,0.2033,0.0626,1.0713,0.2502,0.0313,1.0166,0.2581,0.0469,0.9775,0.2893,0.0469,0.9775,0.6647,0.0626,1.1261,0.3675,0.1017,0.8446,-0.0235,0.0391,0.8133,-0.0704,-0.1251,0.7664,0.2346,0.0313,0.9228,0.1408,0.0547,0.8993,0.1329,0.0704,0.9228,0.3754,0.1095,0.9384,0.3128,0.1095,0.9462,0.391,0.1642,0.9775,0.8915,0.2424,1.0713,0.1173,0.0156,0.7976,-0.1095,0.0391,0.8367,0.219,0.1329,0.8446,0.219,0.1173,0.8524,0.1955,0.1095,0.8524,0.1799,0.1017,0.8993,0.2268,0.0938,0.9462,0.3597,0.0782,1.0244,KR26F013,Sweep
6419,0.8993,0.0782,0.9853,0.2972,-0.0626,0.7273,0.0078,-0.0782,0.8602,-0.2502,-0.1173,0.7194,0.1877,0.0156,1.1261,0.1955,0.2033,1.2512,0.0313,0.0782,1.1261,0.2737,0.1173,1.0322,0.2581,0.1564,1.0948,0.6725,0.1017,0.8993,0.1877,-0.2502,0.7038,-0.0469,-0.1408,0.7898,-0.1173,-0.0235,0.61,0.2581,-0.1173,1.0948,0.1095,-0.086,0.8133,0.1017,-0.0469,0.8367,0.1799,-0.0469,0.8837,0.1799,0.0156,0.9149,0.5083,-0.1095,1.0557,0.3441,-0.0782,0.9228,-0.0391,0.0078,0.8915,-0.086,-0.1329,0.8524,0.2111,0.0704,0.6725,0.1642,-0.1486,0.563,0.1251,-0.2815,0.6334,-0.0078,-0.086,0.8211,0.086,-0.0235,0.8524,0.219,0.0704,0.9697,0.5552,-0.0391,0.9619,0.172,-0.0547,0.9306,0.0235,-0.2111,0.8993,0.0156,0.0313,0.8915,0.1251,-0.0235,0.8133,0.2581,-0.1408,1.0401,0.305,-0.0626,1.087,0.2346,-0.0391,0.9931,0.1799,0.0,0.9775,0.1408,-0.0313,1.0401,0.4223,0.1564,0.8367,-0.0156,-0.2424,0.8837,0.0469,-0.219,0.9149,0.0235,0.0313,0.7273,0.1017,-0.0626,0.8602,0.1251,-0.0391,0.9853,0.2346,0.1329,1.1652,0.172,0.0469,1.0557,0.2659,-0.0391,1.0088,0.3284,-0.0235,0.9853,0.7898,-0.0078,1.1574,0.391,0.0391,0.8446,KR26F013,Sweep
6420,-0.0156,-0.0313,1.2199,-0.3441,-0.1642,0.9462,-0.1251,0.0313,1.0948,-0.3363,-0.0156,1.0479,-0.0313,-0.4066,1.0635,0.0938,-0.0391,0.8289,-0.0547,0.0782,0.7116,-0.2737,0.1486,0.5552,-0.0938,0.0704,0.8055,-0.1408,0.086,0.9462,0.0156,0.0391,0.9697,-0.5474,-0.086,0.9619,-0.5318,-0.2737,0.8289,-0.2737,-0.0626,0.6725,-0.3441,-0.0782,0.8993,-0.4223,-0.3519,0.7585,-0.4614,-0.1877,0.6569,-0.4379,-0.1642,0.7898,-0.3754,-0.1955,0.8055,-0.4692,-0.2111,0.8446,-0.2737,-0.2581,0.8446,-0.1408,-0.1095,0.9931,-0.61,-0.2502,0.9931,-0.6803,-0.2659,0.8289,-0.4848,-0.1799,0.7351,-0.4536,-0.1329,0.8524,-0.3832,-0.1251,0.7194,-0.2502,0.086,0.9071,-0.172,-0.0626,0.7507,-0.3597,-0.2659,0.8915,-0.5709,-0.1251,0.9931,-0.7898,-0.0078,1.0948,-0.3988,0.4223,0.8524,-0.0469,0.3597,0.7194,-0.0626,0.1955,0.7038,-0.0469,-0.0156,0.6256,0.1329,0.0938,0.7194,-0.1877,-0.0469,1.001,0.2268,-0.0156,1.1026,-0.172,-0.1095,1.0635,-0.0469,0.0078,1.1652,0.0,0.0078,0.9931,-0.0313,-0.0782,0.9228,0.1408,0.0156,1.0322,-0.4145,-0.2346,0.8837,-0.3754,-0.0078,0.8915,-0.2815,0.0,0.7351,-0.2815,0.0,0.7351,-0.2815,0.0,0.7351,-0.2815,0.0,0.7351,KR26F013,Dig
6421,-0.208,-0.0438,0.9978,-0.2427,0.0156,0.8962,-0.1846,-0.0325,0.8918,-0.1921,-0.0278,0.9153,0.2671,0.0338,0.9259,-0.1736,-0.0923,0.8915,-0.0516,-0.066,0.949,0.2177,-0.0732,0.7589,0.1752,-0.0044,0.8862,0.2033,-0.0235,1.1495,0.7194,0.0,0.9228,0.0078,-0.0313,0.8289,-0.1095,0.0704,0.6334,-0.0547,-0.3441,0.7507,0.0704,0.2033,1.173,0.0469,0.1095,0.9931,0.1251,0.086,0.9697,0.172,0.0938,0.954,0.4066,0.0938,0.9931,0.8289,0.1486,1.087,0.391,0.1329,0.8915,0.1564,0.086,0.6882,0.0,-0.1017,0.6021,0.5005,0.0547,0.9306,0.2502,0.0391,1.1183,0.1877,0.1017,0.9853,0.3441,0.086,0.9384,0.3675,0.0938,0.9384,0.3441,0.1329,1.0244,1.0948,0.1329,0.8367,0.5083,0.0547,0.6491,0.0626,-0.0547,0.7742,0.0547,0.0078,0.9384,0.1329,0.1017,1.1808,0.2033,0.0626,1.087,0.219,0.1095,1.0322,0.2659,0.0547,0.9697,0.2972,0.0704,0.954,0.2659,0.0469,1.0166,0.2033,0.0547,1.0792,-0.0235,-0.1642,0.8915,-0.305,0.0938,0.954,0.1486,0.1408,0.8055,0.2033,0.1017,0.7273,0.1642,0.0704,0.8211,0.2815,0.0235,0.8915,0.2815,0.0547,0.9071,0.4379,0.0782,1.0479,0.954,0.0313,1.0948,0.1955,-0.0391,0.7429,KR26F013,Sweep
6422,-0.1408,0.0,0.8211,-0.1877,0.0235,0.8289,-0.0156,0.1329,0.9306,0.0938,0.086,0.9306,0.1095,0.0938,0.9384,0.2659,0.0782,0.9149,0.2581,0.1017,1.0244,0.8758,0.0156,0.9931,0.3284,-0.0547,0.7116,-0.0391,0.0,0.8211,-0.2815,-0.0626,1.1417,0.0235,-0.0235,1.3294,0.1329,0.0782,1.2825,0.086,0.0704,1.1104,0.2111,0.0704,1.0401,0.2972,0.1408,1.0713,0.61,-0.0078,1.0557,0.2815,-0.1095,0.7585,-0.1251,-0.1095,0.7976,-0.1642,-0.1955,0.8367,0.0704,-0.2346,0.9775,0.2424,0.1095,1.3372,0.2346,0.0626,1.2121,0.2502,0.0235,1.0401,0.2346,0.0313,0.9853,0.5318,-0.1642,1.1417,0.4301,-0.1642,1.1104,0.1017,-0.0469,0.8602,-0.172,-0.1017,0.9775,-0.1017,-0.172,0.7898,0.0313,0.3284,1.1261,0.1486,0.0,1.345,0.1642,-0.0313,1.2199,0.1564,-0.0391,1.0948,0.1955,-0.0235,1.1183,0.6647,0.1486,1.0635,0.4223,-0.2893,0.954,0.1486,-0.1564,0.8993,-0.0078,-0.0704,0.8055,0.5005,0.0782,1.1183,0.3441,-0.0547,1.0244,0.2033,0.0235,1.0322,0.3128,-0.172,0.9384,0.219,-0.1017,0.9775,0.6256,-0.1095,1.1808,0.3754,-0.2581,0.8211,0.1173,-0.2346,0.8133,-0.1251,-0.1486,0.696,0.2268,0.0,1.2043,0.2815,-0.0313,1.2121,KR26F013,Sweep
6423,0.3832,-0.086,1.1026,0.305,-0.0782,1.0166,0.2737,-0.0938,1.1026,0.8211,0.0704,0.9071,0.4614,0.0626,0.6491,-0.0235,0.0547,0.7742,-0.2033,-0.0156,0.9149,-0.0313,0.0,0.7273,0.2581,0.1095,0.9306,0.2346,0.0626,0.9384,0.3128,0.0626,0.868,0.3284,-0.0156,0.954,0.6491,-0.0156,0.9462,0.2424,-0.0235,0.8602,0.1329,-0.1955,0.696,0.0547,-0.0078,0.5474,0.4848,0.086,1.1183,0.4457,0.0078,1.1965,0.3675,0.0469,1.0713,0.391,0.0938,0.954,0.4379,0.0626,0.9384,0.6491,0.0782,1.0088,0.4379,-0.0156,0.8602,0.219,-0.1329,0.8055,-0.0156,-0.0078,0.8055,0.1017,0.0156,0.9462,0.2502,-0.0235,0.7898,0.3597,0.0313,0.8993,0.3441,0.0313,0.8993,0.3363,0.0313,1.0166,0.5474,0.0469,1.0401,0.3284,0.0156,0.8367,-0.0078,-0.0704,0.8133,-0.1173,-0.1329,0.8837,-0.0782,-0.0782,0.7194,0.1877,0.0313,0.7194,0.1799,0.0235,0.7976,0.2424,0.0313,0.868,0.3519,0.0469,0.954,0.477,0.0235,1.0166,0.2659,-0.0313,0.8993,0.1251,-0.0782,0.7976,-0.0782,-0.0235,0.8133,0.0469,-0.0938,1.0792,0.1486,-0.0391,0.7429,0.2737,0.0626,1.0088,0.2424,0.0,0.9931,0.219,0.1017,1.087,0.4066,-0.0938,1.0479,0.2659,-0.2972,0.8367,KR26F013,Sweep
6424,0.1799,0.1642,0.8524,0.0,0.1173,0.8758,-0.219,0.1955,0.9306,0.2033,0.2424,1.173,0.172,0.1173,0.9853,0.0704,-0.0547,0.8915,0.1408,-0.1173,0.782,0.1564,-0.0782,1.1652,0.2111,-0.1095,1.087,0.1329,-0.1329,1.0244,0.2659,-0.086,0.9853,0.1173,-0.4066,0.7976,0.3441,-0.0469,1.0322,0.2737,-0.1642,0.9384,0.2581,-0.1408,0.9462,0.219,-0.1095,0.9462,0.219,-0.1173,0.9384,0.7429,0.0078,1.1965,0.4145,-0.305,0.8602,0.305,0.0235,0.9306,0.1173,0.0391,1.001,-0.1564,-0.1017,0.9071,-0.3988,-0.0547,0.9775,-0.2268,-0.1408,0.9697,-0.2346,-0.2268,0.954,-0.1855,-0.0194,0.8927,-0.1348,-0.1157,0.9221,-0.1592,-0.1877,0.914,-0.1911,-0.1952,0.9059,-0.2315,-0.2205,0.9368,-0.1301,-0.1755,1.0813,-0.0185,-0.1783,1.046,-0.0303,-0.0988,0.9935,-0.1858,-0.087,0.9775,-0.0657,-0.0063,0.8774,-0.0322,0.0547,0.7307,-0.1855,0.0022,0.7576,-0.0228,0.0632,0.8227,0.0397,0.0319,0.8909,0.0,0.0344,0.9243,-0.1132,0.0694,0.9406,-0.1927,-0.0754,0.8984,-0.0582,-0.0147,0.8871,-0.091,0.0016,0.9271,-0.1548,-0.0078,0.9259,-0.1708,-0.0144,0.9425,-0.172,-0.0294,0.9462,-0.172,-0.0313,0.9462,-0.2268,-0.0235,0.9931,-0.2111,0.0626,0.9853,KR26F013,Dig
6425,-0.0235,0.0704,1.0244,-0.1799,0.0704,0.7898,-0.1877,-0.1095,0.8524,0.0626,-0.0235,0.8367,0.0704,0.0313,0.696,0.086,0.086,0.8211,0.2268,0.0235,0.8915,0.1877,0.0626,0.9228,0.2815,-0.0313,1.0322,0.5709,0.2111,1.0635,0.2111,0.219,0.8289,-0.0078,0.1173,0.868,-0.0313,-0.0704,1.1026,0.086,-0.0156,0.9619,0.172,0.0626,0.9853,0.2815,0.2502,0.9775,0.2815,0.1799,0.9384,0.2111,0.1486,1.0244,0.8211,0.086,0.954,0.3206,-0.1642,0.7507,0.0547,-0.1173,0.8602,-0.1173,-0.1251,0.563,0.086,0.0313,0.7194,0.2893,0.0626,0.8446,0.391,-0.0547,0.8758,0.3597,0.0078,0.8993,0.3754,0.0547,0.9149,0.4379,0.0626,0.9775,0.3754,0.0704,1.0322,0.0782,0.0,0.8133,-0.2033,-0.0782,0.7194,0.2033,0.0,0.7664,0.2268,0.0547,0.7429,0.1642,0.0704,0.8367,0.3363,0.1642,0.868,0.3206,0.1329,0.8993,0.3363,0.0938,0.9853,0.954,0.1251,0.8993,0.3988,0.1251,0.6569,-0.0156,0.0469,0.7429,-0.2346,0.0,0.9149,-0.0547,0.1017,1.1104,0.0938,0.086,1.0322,0.305,0.0156,0.9931,0.2737,0.0391,0.9697,0.3832,0.0782,1.0166,0.9384,0.0704,0.9228,0.2581,-0.0235,0.7742,-0.0469,-0.0313,0.8211,-0.1095,0.0235,0.782,KR26F013,Sweep
6426,0.0626,0.0626,0.7585,0.1408,0.1173,0.8367,0.2737,0.0078,0.9306,0.2424,0.0313,0.8993,0.305,0.086,0.9697,0.8993,0.0391,1.001,0.4614,0.0,0.782,0.0626,0.0547,0.8289,-0.1486,-0.0469,0.7898,0.0,0.0,1.3216,0.1877,0.1564,1.3059,0.0078,0.0626,1.1261,0.1408,0.0704,1.0166,0.2424,0.0782,1.0166,0.8055,0.0704,1.173,0.3988,-0.0704,0.8367,-0.0547,-0.1017,0.8289,-0.2268,-0.1877,0.8367,0.1408,-0.1877,1.087,0.305,-0.0156,1.2121,0.305,-0.0938,0.9853,0.2033,-0.0626,0.9384,0.2659,-0.0547,0.9228,0.4379,-0.0156,0.9853,0.477,-0.2111,0.9697,0.0782,-0.1642,0.8289,-0.0782,-0.1173,0.8367,-0.0782,-0.1955,0.6882,-0.1799,-0.2502,1.0479,0.1173,0.0156,1.3138,0.1329,-0.0313,1.2043,0.172,-0.0156,1.1808,0.0626,0.0235,0.9775,0.1564,0.0469,0.954,0.2659,0.1564,0.9384,0.0391,-0.2268,0.9697,-0.2972,-0.2346,0.8993,-0.2893,-0.0156,0.9228,-0.1251,0.0,0.8993,-0.0391,-0.1799,0.8133,-0.086,-0.2581,0.9931,-0.0078,-0.1173,0.9853,0.0469,-0.1329,1.0479,-0.0469,-0.172,1.1026,0.2815,-0.305,0.9931,0.0235,-0.0313,0.8524,-0.1173,-0.1877,0.8915,-0.1408,-0.0235,1.0088,0.0,-0.1486,1.0322,0.172,-0.0469,1.1886,KR26F013,Sweep
6427,0.1486,-0.1017,1.001,0.2346,-0.086,0.9384,0.2502,-0.1251,0.9931,0.7507,0.0,1.1026,0.4848,-0.1955,0.8602,0.1173,-0.2581,0.8446,-0.0547,-0.1564,0.7038,0.2893,-0.0391,1.3294,0.305,-0.0078,1.3763,0.3675,-0.0626,1.1417,0.3206,-0.0391,0.9853,0.2893,-0.0938,0.9697,0.7429,-0.0547,1.1026,0.3832,-0.1017,0.7116,0.0235,-0.1486,0.782,-0.1329,-0.1799,0.6412,-0.0782,-0.1017,0.9149,0.305,0.0313,1.0401,0.2268,0.0313,0.954,0.3441,0.0235,0.8993,0.3363,0.0,1.0401,0.2424,0.0704,0.9306,0.1408,0.0156,0.8602,-0.0391,-0.0313,0.8758,0.2424,-0.0313,1.0635,0.2346,0.0313,0.9619,0.3363,0.0782,0.9462,0.3363,0.0547,0.9306,0.3988,0.0547,1.0401,0.8289,0.1017,1.2121,0.4066,0.0078,0.782,-0.0313,-0.0313,0.868,-0.1642,-0.0782,0.6882,0.2893,0.0156,1.345,0.3441,-0.0235,1.2903,0.3441,-0.1095,1.1183,0.3754,-0.0704,1.0792,0.4536,-0.0156,1.1339,0.5318,0.0235,0.9853,0.2659,-0.0938,0.8602,0.0078,-0.0313,0.8915,-0.1095,-0.0156,0.7351,0.0313,0.0782,0.7429,0.2268,0.1408,0.8915,0.1955,0.0156,0.9697,0.3128,0.0391,1.001,0.4301,-0.1017,0.9931,0.3206,-0.0704,0.8524,0.1486,-0.172,0.7742,-0.1017,-0.1095,0.8211,KR26F013,Sweep
6428,0.1173,-0.0704,0.9697,0.1486,-0.219,0.7507,-0.1017,-0.0313,0.6882,0.305,0.0938,1.2434,0.2268,0.0938,1.2043,0.3206,0.0547,1.1965,0.1486,0.1173,1.0635,0.4066,-0.0235,1.1183,0.7898,0.2033,1.0479,0.4848,0.1173,0.6569,-0.0313,0.2033,0.7273,-0.0078,0.0391,0.9853,0.2815,0.0313,0.7429,0.3128,0.086,0.9462,0.2346,0.0547,0.9619,0.3284,0.1486,0.9697,0.2346,0.0938,1.0479,0.7038,0.0078,1.0479,0.5239,0.0,0.7664,0.0938,0.0469,0.9384,-0.0469,0.0235,0.8289,0.5083,-0.0078,1.173,0.4145,0.0704,1.087,0.4379,0.0782,1.087,0.3519,0.0938,0.9306,0.3754,0.1173,0.954,0.2424,0.219,1.1026,0.1642,0.2815,0.7585,0.1564,-0.1017,0.6725,-0.0938,0.0938,0.7273,0.1251,0.1642,1.001,0.2659,0.1486,0.7429,0.4066,0.2111,0.8446,0.2737,0.172,0.954,0.2033,0.1955,0.9462,-0.219,0.0235,1.1574,0.2659,0.4536,1.0088,0.086,0.0313,0.9384,-0.0156,0.1173,0.9306,-0.086,0.0313,0.6882,0.4536,0.1329,1.2434,0.5787,0.219,1.1574,0.4301,0.2033,1.0322,0.2972,0.2737,0.9306,0.2972,0.305,0.9775,-0.086,0.391,1.0088,0.5239,0.3597,0.9306,0.2972,0.3754,0.8133,0.0078,0.2815,0.8602,0.0,0.0704,0.7976,KR26F013,Sweep
6429,0.0391,0.0469,0.954,0.0782,0.0704,1.0244,0.0782,0.086,1.2356,0.1408,0.0469,0.9619,0.1173,0.0,0.9228,0.1486,0.0,1.1417,0.5239,0.1095,0.9462,0.1799,-0.0626,0.8758,0.1173,-0.1642,0.868,-0.0235,-0.1329,0.9462,-0.1799,0.0938,0.7351,0.1095,-0.2268,0.7585,0.1408,-0.0235,0.868,0.2659,0.1173,0.8133,0.1877,0.1095,0.8758,0.2502,0.0938,0.9853,0.172,-0.0235,1.0166,0.086,-0.1173,0.9853,-0.172,-0.1095,0.8837,-0.2502,0.0626,0.9306,-0.1486,0.1095,0.9462,-0.0938,0.0469,0.9384,-0.0547,0.0704,0.9384,-0.0469,0.086,0.954,-0.0469,0.0782,0.9619,-0.0313,0.0782,0.9619,-0.0078,0.1329,1.0401,0.1877,0.1329,0.9697,0.1799,-0.0391,1.0166,0.0782,0.1095,0.8915,0.086,0.1095,0.61,0.2972,0.0782,1.1417,0.2893,0.0235,1.0792,0.2972,0.1173,1.1495,0.2424,0.1095,0.954,0.0078,-0.0391,1.0713,0.2424,0.1642,1.0557,0.172,-0.0156,1.0166,0.0156,-0.0078,0.7194,-0.2346,0.0547,0.8758,-0.1955,0.0391,0.6647,-0.172,-0.0235,1.0948,0.2111,0.0156,1.2277,0.1251,0.1251,1.1183,0.2033,0.086,1.0088,0.2815,0.0547,1.1026,0.6647,0.2659,1.0166,0.4066,0.3128,0.8367,0.086,0.1642,0.954,-0.0391,0.0235,0.6882,KR26F013,Sweep
6430,-0.1799,0.0,0.8602,-0.1642,0.1329,0.8837,-0.219,0.0,1.0244,-0.0391,-0.0156,1.2121,0.2424,0.0,1.1417,0.3128,0.0235,1.0401,0.2972,0.0547,0.9697,0.3519,0.0782,1.0244,0.8289,0.1095,1.087,0.5709,-0.0156,0.8524,0.219,-0.1799,0.7585,-0.0235,-0.0235,0.7038,0.5005,0.1095,0.9931,0.2581,0.0938,1.0244,0.2893,0.086,0.9931,0.3128,0.0626,0.954,0.3519,0.0704,0.9228,0.3363,0.086,1.0401,0.3675,0.0469,0.9384,0.1173,0.0,0.8055,-0.0626,-0.0391,0.7976,0.1486,0.0469,0.7351,0.1251,0.1173,0.8993,0.2033,0.0782,0.9462,0.2893,0.0626,0.9384,0.305,0.0547,0.9384,0.477,0.1329,1.0635,0.3754,-0.0078,1.001,-0.0156,-0.1486,0.7976,-0.1251,0.0469,0.7976,0.0626,0.1173,0.8289,0.086,0.1408,0.7585,0.1017,0.1095,0.8524,0.2111,0.0782,0.8915,0.2737,0.0782,0.9149,0.2893,0.1251,1.0401,0.305,-0.0469,1.0948,0.0704,0.0547,0.8289,-0.1251,-0.0391,0.8367,-0.3128,-0.0469,0.8915,0.0,0.0156,0.7351,0.1017,0.0391,0.8211,0.2581,0.0235,0.8524,0.2737,0.0156,0.8915,0.2268,0.0547,1.0244,0.5161,-0.0547,1.087,0.1329,-0.1251,0.7585,-0.1173,-0.0938,0.7976,-0.3754,-0.1408,1.1339,-0.1251,-0.0313,0.9228,KR26F013,Sweep
6431,-0.0313,0.0156,0.9462,0.1564,0.0078,0.954,0.2111,0.0,0.954,0.3675,-0.0156,1.001,0.2737,-0.2346,0.9462,-0.0235,-0.1017,0.8758,-0.1564,-0.1017,0.8133,-0.219,-0.0547,1.1026,-0.0782,-0.1017,0.7429,0.0704,-0.1877,0.8758,0.1173,-0.1486,0.8915,0.2346,-0.0938,0.9228,0.4223,0.0626,0.954,0.6021,-0.172,0.9306,0.2033,-0.2815,0.8133,-0.0391,-0.2033,0.8133,-0.2424,0.0313,0.9619,-0.172,-0.1251,0.8055,-0.0469,-0.1955,0.8758,0.1095,-0.086,0.7585,0.3206,-0.1564,1.1965,0.5709,0.1095,1.3216,0.4379,0.0391,1.1026,0.3284,-0.0235,1.0166,0.4457,0.0547,1.087,0.1799,-0.1173,0.9384,0.0,-0.1564,0.868,-0.0704,-0.1408,0.8133,0.3988,-0.0547,0.8758,0.219,-0.0391,0.8055,0.2581,-0.0938,0.9149,0.2502,-0.1251,0.9619,0.172,-0.1486,0.9619,0.8758,-0.0391,1.0792,0.3363,-0.1877,0.8289,-0.0078,-0.1329,0.868,-0.2737,-0.1799,1.0088,-0.0704,-0.086,0.868,0.2268,-0.0235,0.9775,0.2581,-0.0313,0.954,0.2659,-0.0313,0.9697,0.3363,-0.0704,1.0322,0.477,-0.2111,0.7898,0.1329,-0.0938,0.6178,0.1329,-0.0938,0.6178,-0.0391,-0.2346,0.7429,-0.1486,-0.1329,0.6178,0.1173,-0.0235,0.563,0.3441,-0.0313,0.7976,0.3441,-0.0313,0.8133,KR26F013,Sweep
