,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,Animal,Behavior
6432,0.391,-0.0391,0.9149,0.4536,-0.0391,1.0088,0.3206,-0.0156,0.8602,0.1095,-0.0547,0.8133,-0.0626,-0.0938,0.7429,0.2972,0.0469,0.8446,0.2815,0.0469,0.6882,0.3675,0.1486,0.8446,0.3754,0.086,0.8602,0.4145,0.0704,0.954,0.7038,0.0235,1.0635,0.3381,-0.0075,0.6991,-0.0041,-0.0031,0.7654,-0.0798,-0.0269,0.7173,0.3525,0.05,1.1151,0.2862,-0.0125,1.1652,0.3419,0.0019,1.0895,0.375,0.021,1.0742,0.5246,0.0497,1.0717,0.5587,-0.0285,0.8158,0.0626,-0.1236,0.6756,-0.1623,-0.0654,0.7301,-0.1236,-0.0091,0.8577,0.0554,0.0194,1.0935,0.1817,-0.0106,1.0917,0.2143,-0.0219,0.9931,0.2668,-0.0156,1.0469,0.6509,-0.021,1.0363,0.427,-0.1023,0.7723,0.0122,-0.1092,0.7695,-0.1267,-0.183,0.6725,-0.0488,0.0135,0.9894,0.1889,0.0754,1.2277,0.2118,0.0206,1.1073,0.1799,0.0469,1.0557,0.3597,-0.0156,1.1104,0.2731,-0.2831,0.9346,0.0522,-0.1286,0.8464,-0.1526,-0.0904,0.8474,-0.1164,-0.1699,0.7097,-0.0282,-0.0719,0.8524,0.1558,0.0719,1.1114,0.1989,-0.0666,1.0247,0.2227,-0.1248,0.9553,0.3084,-0.1295,0.9337,0.5161,-0.1439,0.9994,0.6256,-0.2609,0.9131,0.2565,-0.3328,0.8211,-0.0241,-0.1905,0.8577,-0.111,-0.1448,0.8258,KR26F013,Sweep
6433,0.1032,0.0829,0.9102,0.1695,0.1386,1.016,0.1808,0.0041,0.9872,0.1921,-0.0066,0.9753,0.2352,-0.0654,1.0369,0.3378,0.0016,1.1308,0.4188,-0.1999,0.959,0.1755,-0.2287,0.8264,0.076,-0.234,0.8421,-0.172,-0.1486,0.7194,0.0391,0.0078,1.1339,0.2815,-0.1329,1.173,0.3128,-0.0235,1.2668,0.3284,-0.0626,1.1183,0.1095,0.0156,1.2043,0.6725,-0.0782,0.9775,0.4066,-0.1095,0.696,0.086,-0.1173,0.868,-0.0391,-0.1095,0.8211,0.5083,0.0469,1.3294,0.4536,0.0391,1.1808,0.3441,0.0313,1.087,0.2815,0.0313,0.9306,0.2111,0.0938,0.9384,0.3128,0.172,1.1339,0.782,0.2502,1.0166,0.5161,0.2033,0.6647,0.0704,0.0391,0.8915,-0.2033,0.0391,0.9853,-0.0391,0.0156,0.9384,0.4379,0.1877,0.9853,0.3675,0.1486,0.9697,0.4223,0.0782,0.9306,0.391,0.0782,1.0322,0.391,0.2111,1.1417,0.2502,0.1564,0.9384,0.086,-0.0782,0.9462,-0.2581,-0.0938,0.9775,0.1251,-0.0235,1.2903,0.0626,0.1173,1.2668,0.2033,0.086,1.173,0.219,0.0626,1.0322,0.3284,0.0313,1.0166,0.2815,0.1408,1.001,0.1642,0.1642,0.9619,0.0547,-0.0391,0.8602,-0.0938,-0.0235,0.7116,0.5005,0.172,0.8915,0.4066,0.1017,0.9697,0.3206,0.1173,0.9384,KR26F013,Sweep
6434,0.4066,0.086,0.9149,0.2502,0.1955,0.9931,0.6647,0.0235,0.9149,0.3519,-0.0782,0.4927,0.0547,-0.1408,0.7351,-0.1877,-0.0313,1.0479,-0.0313,0.0391,0.8133,0.2659,0.0469,1.001,0.2893,0.1095,0.9462,0.2502,0.0235,0.8602,0.2581,0.1486,1.0713,0.7194,0.2737,1.0166,0.4457,0.1877,0.6491,0.0391,0.1799,0.7351,0.2268,0.1486,0.954,0.2424,0.1329,0.7664,0.2815,0.1251,0.9619,0.172,0.1017,1.0479,0.2424,0.086,0.9775,0.2424,0.086,1.0713,0.4927,0.219,1.0557,0.2737,0.1642,0.5318,-0.2737,0.1251,0.9931,-0.0626,0.086,0.5865,0.2111,0.1329,0.9931,0.2502,0.0313,0.9931,0.2581,0.0078,1.0088,0.2424,0.0313,0.9384,-0.0235,-0.1017,1.2121,0.782,0.1955,0.9853,0.4927,-0.0547,0.7507,-0.0235,-0.0469,1.0322,-0.1408,-0.1251,0.7976,0.305,0.0626,1.2903,0.2111,0.0078,0.8993,0.2893,0.0704,1.1104,0.2581,0.0313,0.9619,0.3206,0.1095,0.9462,0.1564,0.0626,1.0635,0.5552,0.1642,1.0401,0.3284,0.1017,0.563,-0.1564,0.0704,0.9462,-0.0547,0.0078,0.8915,0.0078,0.0156,0.8446,0.4692,0.1642,0.9697,0.3675,0.0938,1.0088,0.4145,0.0704,0.868,0.2659,0.0156,0.9931,0.0938,0.0626,1.1183,0.5083,0.2346,1.087,KR26F013,Sweep
6435,0.219,-0.0938,0.5552,-0.1486,0.0078,0.7898,-0.086,-0.0704,0.61,-0.0078,0.1017,1.0401,0.3675,0.0547,1.0792,0.391,-0.0078,1.0948,0.3128,0.0235,0.8758,0.2815,-0.0469,0.9384,0.3284,-0.0235,1.0557,0.4692,-0.2268,0.8837,0.2815,-0.2581,0.8758,0.1017,-0.0235,0.9228,-0.0547,-0.0469,0.8758,0.0469,0.0547,1.0088,0.3284,0.0156,1.0401,0.305,-0.0235,1.0557,0.2502,-0.0469,0.9697,0.3128,-0.0938,0.954,0.2972,0.0078,1.0166,0.6412,0.1251,0.9853,0.3128,-0.1877,0.5161,0.0156,-0.0547,0.8446,0.0156,-0.0782,0.6725,0.3206,0.1799,1.2277,0.2893,-0.0626,1.2903,0.3363,-0.0235,1.1026,0.305,-0.0313,1.0635,0.2815,0.0235,1.001,0.4614,-0.0235,1.0557,0.5552,-0.219,0.9306,0.1329,-0.2033,1.001,0.0938,0.0704,0.9462,-0.0078,-0.0078,0.7742,0.4457,0.0938,1.2825,0.3675,0.1251,1.1183,0.2815,0.1095,1.0479,0.2502,0.086,1.001,0.391,0.2111,1.0635,0.0469,0.0704,1.1652,0.6256,0.3519,1.1886,0.2502,0.0469,0.5709,-0.172,0.0391,0.8524,-0.1095,-0.0235,0.7273,-0.1799,0.0469,1.5562,0.0782,0.0704,1.2668,0.2033,0.086,1.1808,0.3128,0.0782,1.0401,0.3284,0.0469,1.0479,0.7351,0.0391,1.1652,0.391,0.219,0.9306,KR26F013,Sweep
6436,0.1095,-0.0626,0.8993,0.0235,-0.1095,0.7664,0.3988,-0.0078,1.2434,0.4379,-0.0235,0.7194,0.3675,0.1095,0.9149,0.3128,0.1564,0.9697,0.3206,0.0547,1.0088,0.6178,0.2893,0.9619,0.2346,0.1017,0.8524,-0.1173,-0.0391,0.8915,-0.1251,0.0704,0.954,-0.0313,0.0391,0.9384,-0.0078,0.0313,0.9462,0.0078,0.0156,0.954,0.0235,0.0156,0.9462,0.0391,0.0313,0.9384,0.0391,0.0235,0.9384,0.0391,0.0235,0.9384,0.0391,0.0235,0.9462,0.0313,0.0313,0.9462,0.0313,0.0313,0.9384,0.0391,0.0235,0.9462,0.0938,0.0313,1.0166,0.0782,0.0938,0.9619,-0.0235,0.1017,0.9853,-0.0938,-0.1642,0.9931,-0.1642,-0.2268,0.9462,-0.086,0.1095,0.9619,-0.1173,0.0704,0.868,0.1642,0.1799,0.8055,0.0469,0.1408,0.9149,-0.1408,0.0547,0.9697,0.2424,0.1564,1.0713,-0.0547,0.0313,1.0244,-0.219,0.0391,0.954,-0.3206,0.1095,0.8602,-0.305,-0.1251,0.7038,-0.2111,0.1642,0.8758,-0.1408,-0.3128,1.0088,-0.1095,-0.1642,1.1261,0.0235,-0.1329,1.1104,0.0938,-0.0235,1.087,0.1564,-0.0313,0.9931,0.0782,0.0156,1.0166,0.2502,0.0156,1.0401,-0.0704,0.0469,1.0557,-0.1564,0.0156,0.868,-0.1955,-0.0469,0.8524,-0.0704,-0.0156,0.9071,-0.0156,-0.0078,0.9306,KR26F013,Sweep
6437,-0.0078,0.0156,0.954,-0.0469,0.0078,0.954,-0.0313,0.0156,0.9619,-0.0235,0.0156,0.9619,-0.0235,0.0156,0.9619,-0.0235,0.0235,0.954,0.1799,0.0469,0.9853,0.172,-0.1095,0.9149,0.1173,-0.0156,0.7742,0.0938,-0.0156,0.61,0.2268,0.0156,1.0479,0.3363,-0.0391,1.0244,0.3363,-0.0078,0.9853,0.2972,0.0391,1.0557,0.2893,-0.1017,1.1026,0.4692,0.1408,0.9462,0.2815,0.1877,0.6178,0.0469,0.1173,0.696,-0.6256,-0.086,1.6344,-0.0782,0.0313,0.8758,0.2424,0.0,1.0322,0.305,-0.0156,1.0322,0.2893,0.0313,1.001,0.477,-0.1408,1.087,0.3832,-0.1251,0.8758,0.2659,-0.0547,0.6725,0.0626,0.0156,0.782,0.172,-0.1408,0.6569,0.219,-0.0391,0.4145,0.305,-0.0626,0.61,0.2033,-0.0391,0.7585,0.2424,0.0156,0.8758,0.2033,-0.0938,1.0088,0.7116,0.0156,0.9462,0.4066,-0.0078,0.8758,0.1642,-0.0078,0.782,0.0235,0.0078,0.868,0.0782,0.0156,0.61,0.4379,0.0782,1.3841,0.4457,0.1329,1.2434,0.3597,0.086,1.1026,0.3128,0.0078,1.0479,0.1877,-0.0704,1.0322,0.5943,0.0391,1.0166,0.2502,-0.1329,0.8446,0.1486,-0.1877,0.954,0.0156,-0.1329,0.9384,-0.0156,-0.1329,0.9384,-0.0313,-0.1329,0.9853,-0.1173,-0.1095,0.9306,KR26F013,Sweep
6439,0.4066,-0.1486,1.0792,0.3284,-0.2424,0.8524,0.086,-0.3206,0.7507,-0.0391,-0.1017,0.868,-0.1408,-0.172,0.8758,-0.391,-0.1329,0.9697,-0.1642,-0.2581,1.1261,0.0235,-0.1486,1.0322,0.2502,-0.1564,1.001,0.5474,-0.0391,1.1965,0.391,-0.0469,0.9853,0.1564,-0.0938,0.782,0.1564,-0.0938,0.782,0.1564,-0.0938,0.782,0.1564,-0.0938,0.782,0.1564,-0.0938,0.782,0.1564,-0.0938,0.782,0.1564,-0.0938,0.782,0.1564,-0.0938,0.782,0.1564,-0.0938,0.782,0.1032,-0.1282,0.8446,-0.01,-0.0857,0.7848,0.2793,0.0882,1.1958,0.4217,-0.0144,1.0591,0.341,-0.0256,1.0316,0.6365,0.05,0.8868,0.0216,0.0031,0.9052,0.229,-0.0791,1.4389,0.36,0.0307,1.2468,0.2118,0.0103,1.046,0.5521,-0.1017,1.0932,0.0985,-0.2027,0.797,0.0738,-0.2471,0.7926,0.3381,-0.0876,0.9153,0.2972,0.0704,1.1183,0.2502,0.0391,1.001,0.3597,-0.0078,1.0322,0.6021,-0.0156,1.1183,0.4145,-0.0626,0.9619,0.2893,-0.1799,0.7507,-0.1017,-0.1173,0.7038,-0.1095,-0.0626,1.1495,0.1251,-0.172,1.2277,0.2502,0.0,1.0948,0.2346,-0.0391,0.9306,0.2737,-0.0391,1.2277,0.5083,0.1251,1.0948,0.2972,0.0313,0.7038,0.0235,0.0391,0.7507,-0.1095,-0.0547,1.2121,KR26F013,Sweep
6440,0.0156,-0.0078,1.0088,0.1877,0.0313,1.0088,0.219,0.0156,0.9619,0.2893,0.0469,1.0401,0.6647,0.0704,0.9775,0.3363,-0.0547,0.6256,0.0235,-0.0469,0.6725,-0.0391,-0.1173,1.0088,0.0782,-0.0078,0.7585,0.2502,0.0469,0.8758,0.2659,0.0156,0.9775,0.3675,0.0313,0.8993,0.4066,0.1251,0.9384,0.3128,0.1095,0.9071,0.0704,-0.0156,0.7507,0.0,-0.086,0.7664,0.4848,0.0235,1.1026,0.2424,-0.0078,0.9697,0.4223,0.1486,0.9697,0.3832,0.086,0.9619,0.3441,0.1251,1.0322,0.7194,0.0156,0.8915,0.3206,-0.1877,0.6178,-0.0078,-0.1017,0.7585,-0.1173,-0.1095,0.6256,0.1799,-0.0078,1.3607,0.3832,0.0235,1.3998,0.3441,-0.0078,1.1652,0.3284,0.0156,1.0635,0.391,0.0469,1.0635,0.4692,-0.0547,1.0635,0.2972,-0.0313,0.7742,-0.0235,-0.0704,0.7742,-0.1329,-0.1017,1.1339,0.0078,-0.0391,0.8915,0.1642,0.0078,1.001,0.2659,0.0078,0.9775,0.305,-0.0078,0.9228,0.6803,-0.0313,1.0166,0.3988,-0.2659,0.8367,0.1017,-0.219,0.8133,-0.0704,-0.1564,0.7664,0.2424,-0.0391,1.1965,0.2346,-0.2346,0.8993,0.3206,-0.2972,0.9775,0.2659,-0.2033,0.9462,0.2737,-0.2424,0.954,0.3675,-0.1799,1.1339,0.4379,-0.2581,1.001,0.1408,-0.2268,0.8055,KR26F013,Sweep
6441,-0.1095,-0.0704,0.8837,-0.1564,-0.219,0.8915,0.0626,-0.0391,0.9697,0.2033,-0.1095,0.9931,0.1095,-0.2268,1.0322,0.1173,-0.1095,1.087,0.1877,-0.0704,1.173,0.3363,-0.086,1.1339,0.305,-0.2268,0.8758,0.086,-0.2737,0.8133,0.0391,-0.1877,0.868,-0.1173,-0.1486,0.782,0.1017,-0.1095,0.6882,0.2424,-0.0704,0.9697,0.1095,-0.1173,0.9619,0.2815,-0.0547,1.0244,0.8446,0.0078,0.9306,0.6256,-0.172,0.6882,0.2346,-0.2033,0.7664,0.0,-0.1329,0.696,0.3363,-0.1486,1.3685,0.2659,-0.0626,1.3294,0.2502,-0.0547,1.2199,0.3754,-0.1173,1.0166,0.3754,0.0078,0.9697,0.2268,-0.1955,1.1417,0.8758,0.0156,0.9853,0.563,-0.2033,0.8055,0.1408,-0.2346,0.954,-0.0547,-0.1408,0.7976,0.2502,0.1095,1.6031,0.1564,-0.0938,1.1574,0.2659,-0.086,1.2199,0.2659,-0.0469,1.0244,0.2737,-0.0938,0.9775,0.1173,-0.0391,1.1026,0.3128,-0.1017,1.0088,0.2815,-0.0391,0.5865,-0.0626,0.0391,0.7664,-0.172,-0.0469,0.7507,0.1642,0.0547,0.6334,0.2581,0.0547,0.8993,0.2659,0.0078,0.8837,0.2893,0.2111,0.8993,0.219,0.1017,1.0792,0.5318,0.3206,1.0322,0.3597,0.2268,0.7194,0.0626,0.2815,0.7585,0.0782,0.1642,1.0244,0.1564,0.1799,0.7976,KR26F013,Sweep
6442,0.1955,0.1329,0.8758,0.2893,0.2424,0.954,0.3441,0.1329,0.9619,0.2659,0.2424,1.0322,0.7194,0.2972,0.8758,0.4927,0.2424,0.6725,-0.0704,0.0156,1.001,-0.2581,-0.0469,0.8133,-0.1955,-0.0235,1.087,0.1017,0.1564,1.1886,0.219,0.1408,1.0713,0.2346,0.0782,0.9619,0.2659,0.1173,0.9931,0.4692,0.2346,1.1339,0.2659,0.3675,0.7742,-0.0782,0.0235,0.9931,-0.2111,-0.0156,0.7351,-0.1877,-0.0547,1.1965,0.0938,0.0235,1.1808,0.1642,0.0391,1.1183,0.1329,0.0547,0.9619,0.1095,-0.1251,1.0166,0.2972,0.219,1.0244,0.2893,-0.1955,0.8524,0.0391,-0.0469,0.8758,-0.0704,0.0704,0.9306,-0.1408,-0.0547,0.5709,0.0547,-0.0078,1.1574,0.2972,0.0078,1.0948,0.219,0.086,1.0557,0.2815,0.086,0.9228,0.2346,0.1329,1.0479,0.2893,0.086,1.1026,0.7194,0.3519,1.1495,0.4927,0.2111,0.6569,0.0235,0.2111,0.7898,0.1486,0.1642,0.9384,0.2659,0.1486,0.7507,0.4066,0.0938,0.9462,0.1799,0.0782,0.9228,0.2893,0.1408,0.9931,0.5318,0.219,1.0322,0.4848,-0.086,0.8524,0.1564,-0.086,0.954,0.0626,0.0235,0.8993,-0.0626,0.0,0.6569,0.3754,0.0156,1.2121,0.391,0.086,1.2043,0.4223,0.1017,1.1026,0.3597,0.1173,0.9619,KR26F013,Sweep
6443,0.3988,0.1955,1.0244,1.0635,0.1251,1.0713,0.61,0.3441,0.7273,0.1251,0.1095,0.8758,-0.0938,0.0156,1.0479,-0.1017,-0.0626,0.9384,0.2893,0.086,1.1104,0.4614,0.0938,0.9853,0.219,0.1173,1.0713,0.868,-0.0156,1.1652,0.5005,0.2972,0.7585,0.0547,0.0938,0.9931,0.0469,-0.086,0.7351,0.4614,-0.0469,1.2903,0.4614,0.0547,1.2903,0.3832,0.0547,1.1652,0.1955,0.0704,1.0635,0.3675,0.086,1.0088,0.6178,0.1486,1.2121,0.3675,0.2346,0.8211,0.1408,-0.219,0.7664,0.0156,-0.1095,0.7585,-0.0156,-0.0782,1.0244,0.172,0.0782,1.0635,0.2972,0.0938,1.1808,0.1877,0.0782,1.0088,0.3206,0.0235,1.1026,0.7429,0.1251,1.173,0.4379,0.2033,0.7429,-0.0078,0.0313,1.001,-0.0782,-0.0547,0.8133,0.2033,0.0938,1.3607,0.4145,0.2268,1.2434,0.4301,0.172,1.1495,0.3284,0.0782,1.0401,0.219,0.0547,1.1417,0.2659,0.2033,0.868,0.3441,0.0547,0.5865,-0.0782,0.1095,0.7038,-0.2424,0.0313,1.1574,-0.0547,0.1329,1.0322,0.1173,0.1329,1.0166,0.0938,0.0547,0.9931,0.0782,0.0391,1.0244,0.6882,0.0078,0.9462,0.4301,-0.0391,0.7038,0.1408,-0.1408,0.8133,-0.086,-0.0547,0.7038,0.0078,0.0469,1.0792,0.3441,-0.0156,1.0244,KR26F013,Sweep
6444,0.3597,0.0078,0.9619,0.3832,-0.0391,0.954,0.3363,-0.0313,1.0557,0.9384,0.0156,0.9228,0.4457,0.0156,0.7351,0.086,-0.0391,0.782,0.0704,-0.0547,1.087,0.0547,0.0391,0.8289,0.3754,0.0078,1.0088,0.2893,-0.0391,0.8915,0.305,-0.0391,0.9853,0.7898,0.0313,1.0792,0.5005,-0.0313,0.7976,0.1877,-0.0704,0.8367,0.1095,-0.0469,0.6334,0.4379,0.1642,1.2199,0.5239,0.0313,1.1965,0.3988,0.0469,1.1574,0.4066,0.0547,1.0166,0.0391,-0.0391,1.2121,0.6256,-0.0547,1.2043,0.4692,-0.0704,0.8837,0.2502,-0.0235,0.696,-0.2502,-0.0156,0.8367,0.0235,-0.0626,0.5239,0.2659,-0.1173,0.9228,0.4066,-0.0391,0.8446,0.3128,-0.0313,0.9619,0.1642,0.0313,0.9853,0.3363,-0.0235,1.0635,0.696,0.0078,0.8758,0.3832,-0.1877,0.696,0.172,-0.172,0.7898,-0.0704,-0.1408,1.1574,0.0235,-0.0235,0.9384,0.3832,-0.0782,1.0166,0.4457,-0.0313,0.8915,0.391,-0.0078,0.9071,0.2502,-0.0782,1.0322,0.8367,0.1642,0.9775,0.5943,0.0626,0.7038,0.2111,-0.0782,0.9228,0.0391,-0.0547,0.7585,0.1799,-0.0078,1.087,0.3754,0.0078,1.0479,0.2815,-0.0078,1.1261,0.2581,0.0313,1.0322,0.2893,-0.0235,1.0792,0.3675,-0.0313,1.087,1.0557,0.2815,0.8602,KR26F013,Sweep
6445,0.1642,-0.086,1.0635,0.2111,-0.086,0.8993,0.2268,0.0,0.9931,0.4301,0.0156,1.0166,0.305,0.0078,0.9384,0.1329,-0.0391,0.8133,-0.1017,-0.1095,0.868,-0.0391,0.1173,0.8055,0.1799,-0.305,0.8758,0.1251,-0.0547,1.0557,0.2737,0.0391,1.001,0.2268,0.0391,0.9619,0.3206,0.0391,0.9619,0.1955,0.0078,1.0322,0.6803,0.1486,1.0401,0.2346,0.0547,0.9071,0.1095,-0.1095,0.9462,0.0782,0.0078,0.8289,-0.0156,-0.0626,0.7194,0.305,-0.0391,0.8758,0.2659,0.1877,0.6569,0.3597,0.1955,0.7585,0.2581,0.1955,0.7976,0.3441,0.1329,0.7351,0.4066,0.2111,0.868,0.0704,0.3128,0.8367,0.0,0.2268,0.7507,0.0938,0.1408,0.8446,0.0313,0.1955,0.954,0.0391,0.1799,0.8993,-0.0078,0.1955,0.9149,0.0,0.2033,0.9228,0.0156,0.219,0.9306,0.0313,0.2111,0.9384,0.1564,0.219,0.9931,0.1799,0.2268,0.8993,0.1408,0.2111,0.8915,0.1173,0.1486,0.8055,0.086,-0.1173,1.4389,0.1642,0.1017,1.259,0.2111,0.1329,1.1183,0.2659,0.1486,1.0088,0.2424,0.1251,1.0244,0.1955,0.086,1.0948,0.2111,0.0626,1.0166,0.0547,-0.0391,0.9149,-0.0235,-0.0547,0.8915,0.0156,-0.0313,0.9149,-0.0156,-0.0626,0.954,0.3284,-0.0469,1.087,KR26F013,Sweep
6446,0.2268,-0.0704,0.9149,0.1642,-0.0156,0.868,0.0469,-0.086,0.7038,-0.0313,-0.086,0.954,0.1642,-0.2893,1.1261,0.2502,-0.1642,1.0166,0.2581,-0.0626,0.9697,0.3206,-0.0469,1.0244,0.3832,0.0078,1.0557,0.1799,-0.1095,0.9619,-0.0313,-0.2033,0.8446,-0.086,-0.1173,0.8915,-0.1408,-0.2659,0.8758,0.0547,-0.1642,0.9071,0.0391,-0.1173,0.9697,0.0156,-0.1095,0.954,0.0156,-0.1173,0.9306,0.0156,-0.1017,0.9462,0.0313,-0.1017,0.9619,0.0469,-0.086,0.9619,0.0469,-0.086,0.9462,0.0626,-0.0782,0.954,0.1017,-0.0156,0.9697,0.0469,-0.0469,1.0088,0.0885,0.0416,0.9475,-0.036,0.091,0.9788,-0.0094,-0.036,0.9866,-0.0732,-0.0579,0.9397,-0.0485,-0.0078,0.9415,-0.0191,-0.0291,0.9415,0.1486,0.0929,0.9878,0.3019,0.0429,0.9615,0.32,-0.0353,0.9888,0.3019,-0.0798,1.0307,0.3935,-0.0353,1.0463,0.366,-0.0622,0.9681,0.122,-0.1802,0.8502,-0.0144,-0.2271,0.7889,-0.025,-0.2299,0.8665,-0.005,-0.1911,0.9328,0.0028,-0.1692,0.9384,0.0078,-0.1811,0.944,0.0256,-0.1877,0.9462,0.0313,-0.1689,0.9462,0.0181,-0.1577,0.9462,0.0088,-0.1633,0.9462,0.015,-0.1786,0.9462,0.0156,-0.1799,0.954,-0.0235,-0.2346,0.9775,-0.0313,-0.2581,0.9228,KR26F013,Sweep
6449,-0.2111,-0.391,0.8446,-0.0469,-0.1877,0.8993,-0.0938,-0.3754,0.8758,-0.1329,-0.3284,0.9149,-0.1329,-0.3441,0.9228,-0.1877,-0.3597,0.9228,-0.1642,-0.2972,0.868,-0.2346,-0.3284,0.8446,-0.2111,-0.2659,0.8837,-0.2268,-0.2972,0.8837,-0.2111,-0.2972,0.8993,-0.2111,-0.305,0.8993,-0.2111,-0.305,0.8993,-0.2033,-0.305,0.8993,-0.2033,-0.305,0.8993,-0.2033,-0.305,0.8915,-0.3206,-0.3754,0.9149,-0.2581,-0.3597,0.9071,-0.2111,-0.391,0.8211,-0.219,-0.3832,0.8837,-0.2581,-0.4223,0.9149,-0.3128,-0.5396,0.9149,-0.2815,-0.5161,0.8367,-0.2815,-0.4066,0.8837,-0.3363,-0.5239,0.782,-0.3128,-0.4536,0.8602,-0.2893,-0.4927,0.8055,-0.2893,-0.5239,0.8602,-0.3363,-0.61,0.868,-0.3519,-0.6334,0.7585,-0.2972,-0.61,0.7585,-0.2581,-0.6412,0.7273,-0.3597,-0.5396,0.6725,-0.477,-0.7194,0.8211,-0.2815,-0.5552,0.782,-0.2033,-0.5474,0.8289,-0.1329,-0.5005,0.7351,-0.1564,-0.4457,0.6882,-0.172,-0.3441,0.8211,-0.086,-0.4379,0.7351,-0.1642,-0.391,0.8055,-0.1877,-0.391,0.8602,-0.1095,-0.305,0.8133,-0.1642,-0.3597,0.868,-0.2659,-0.3754,0.8758,-0.2581,-0.2502,0.8758,-0.2581,0.0,1.1104,-0.2581,-0.0782,1.001,-0.2346,-0.1877,0.9306,-0.2659,-0.2111,0.9384,KR26F013,Stand
6450,-0.2893,-0.172,0.9384,-0.305,-0.0938,0.9149,-0.2659,-0.1095,0.8758,-0.2346,-0.1251,0.9462,-0.2737,-0.172,0.8837,-0.2111,-0.0156,0.8915,-0.3519,-0.1486,0.9228,-0.3128,-0.0782,0.8289,-0.3128,-0.0938,0.8602,-0.3363,-0.1095,0.8837,-0.3284,-0.0938,0.8993,-0.3128,-0.1408,0.9228,-0.2502,0.0156,0.7585,-0.2737,-0.1408,0.9384,-0.2268,-0.1017,0.9149,-0.2111,-0.1017,0.954,-0.1642,-0.1486,0.9619,-0.1486,-0.1486,0.9384,-0.1017,-0.1408,0.9384,-0.0391,-0.1173,0.9384,-0.1642,-0.1564,0.9697,0.3597,0.0469,0.8367,0.2033,-0.0626,0.9071,0.1173,-0.1251,0.9228,0.0626,-0.1642,0.9306,0.1329,-0.1486,0.9228,-0.0235,-0.2268,0.9149,-0.0313,-0.1955,0.9071,-0.1017,-0.219,0.9384,-0.1877,0.0938,0.9775,-0.2033,-0.0782,0.9228,-0.172,-0.1095,0.9462,-0.172,-0.219,0.8837,-0.172,-0.2111,0.8993,-0.1486,-0.1017,0.954,-0.1095,-0.1799,0.9228,-0.2659,-0.1642,0.8758,-0.2815,-0.1095,0.9619,-0.3832,0.0078,1.0088,-0.2502,-0.1408,0.954,-0.2502,-0.2659,0.9149,-0.1642,-0.0938,0.9306,-0.1408,-0.0782,0.9228,-0.1486,-0.1095,0.9384,-0.1017,-0.1095,0.9384,-0.1251,-0.1564,0.9228,-0.1173,-0.1564,0.954,-0.0938,-0.1486,0.9462,-0.0704,-0.1329,0.9384,-0.0626,-0.1329,0.9384,KR26F013,Stand
6451,0.4614,0.0782,0.8915,0.5161,-0.0078,0.954,0.8915,0.1408,0.9775,0.4223,0.1877,0.7194,0.1799,-0.0235,0.954,0.0235,-0.1173,0.7742,0.2659,-0.1251,0.9931,0.086,-0.086,0.9697,0.2268,0.0156,0.9149,0.2111,0.0078,0.9697,0.2659,0.0,0.9071,0.3128,0.0469,0.9931,0.6569,0.0938,0.9931,0.2346,-0.1173,0.7194,0.0547,-0.0313,0.7898,-0.086,-0.0313,0.6412,0.2581,-0.0235,1.1417,0.0938,0.0078,1.3294,0.2737,0.0078,1.1104,0.2033,0.0078,1.0244,0.2581,0.0156,0.954,0.2502,-0.0156,1.0557,0.5709,0.0938,1.0322,0.1955,-0.1408,0.7976,-0.0782,-0.0156,0.9462,0.0313,0.0078,0.6178,-0.3128,-0.0078,0.9697,-0.0313,-0.0469,0.9149,0.0782,-0.0078,0.9071,0.1095,0.0,0.8758,0.2033,0.0391,0.9228,0.3988,-0.0156,1.0635,-0.0156,-0.1408,1.0948,0.0078,-0.1486,0.9697,-0.0156,-0.1173,0.9071,-0.0391,0.0156,1.001,-0.172,-0.0469,0.9228,-0.0547,-0.2581,0.9619,0.1408,0.0313,0.9306,0.2111,-0.1408,0.9775,0.1955,-0.1173,0.9619,0.219,-0.0704,0.9306,0.2033,-0.0391,0.9384,0.2737,-0.0782,0.9931,0.1095,-0.1017,1.0166,-0.0704,-0.0078,0.8758,-0.0782,0.1642,0.8758,-0.1017,-0.172,0.9931,-0.0704,-0.0235,0.8915,-0.0391,0.0,0.5709,KR26F013,Sweep
